C.D.S.  -  SIMBAD4 rel 1.7  -  2020.09.28CEST13:59:15

Vmag <= 6
---------

Number of objects : 5225

 #  |            identifier             |typ|        coord2 (FK5,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |     spec. type      |#bib |#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------------|-----|----
1654|* 140 Pup                          |*  |07 40 23.2106203176 -15 15 50.108460416|     ~| 6.503| 4.951|     ~|     ~|K3III                |  48 |   0
1655|V* KQ Pup                          |s*r|07 33 47.9663610786 -14 31 26.044480834| 6.67 | 6.38 | 4.97 | 3.41 | 2.08 |M1Iabe+B2            | 180 |   0
1656|HD 60855                           |Be*|07 36 03.8931197349 -14 29 33.982605315| 4.87 | 5.58 | 5.70 | 5.72 | 5.81 |B2Ve                 | 128 |   0
1657|HD 60341                           |PM*|07 33 19.5648291025 -19 24 45.095157733|     ~| 6.765| 5.630|     ~|     ~|K0III                |  44 |   0
1658|V* PT Pup                          |bC*|07 36 41.0358985359 -19 42 08.425242012| 4.65 | 5.524| 5.699|     ~|     ~|B2II                 | 136 |   0
1659|HD 61774                           |*  |07 40 13.5288277463 -19 39 39.093850530|     ~| 7.074| 5.921|     ~|     ~|K0III                |  19 |   0
1660|HD 60532                           |PM*|07 34 03.1802404179 -22 17 45.838378187| 5.02 | 4.94 | 4.39 |     ~|     ~|F6IV-V               | 199 |   1
1661|HD 60345                           |*  |07 33 09.7753462690 -24 42 38.647202909| 6.08 | 5.98 | 5.83 |     ~|     ~|A3III                |  23 |   0
1662|* m Pup                            |bL*|07 38 18.0454096 -25 21 53.301669      |     ~| 4.58 | 4.67 |     ~|     ~|B8III                |  58 |   0
1663|* n Pup B                          |PM*|07 34 19.2573090576 -23 28 29.628398852|     ~| 6.248| 5.795| 6.57 | 8.79 |F6V                  |  28 |   0
1664|* n Pup A                          |PM*|07 34 18.6176587367 -23 28 25.194771997|     ~| 6.200| 5.770| 6.55 | 8.79 |F5V                  |  29 |   0
1665|* n Pup                            |** |07 34 18.61666 -23 28 25.1940          | 5.55 | 5.52 | 5.09 |     ~|     ~|F5V+F6V              |  29 |   0
1666|HD 60666                           |PM*|07 34 34.7948242765 -27 00 44.187472695|     ~| 6.807| 5.770|     ~|     ~|K1III                |  25 |   0
1667|* k01 Pup                          |*  |07 38 49.3799455697 -26 48 06.351393619| 3.76 | 4.33 | 4.50 |     ~|     ~|B6V                  |  60 |   0
1668|* k02 Pup                          |V* |07 38 49.8706970997 -26 48 13.846005331|     ~| 4.26 | 4.429|     ~|     ~|B5IV                 |  50 |   0
1669|* p Pup                            |PM*|07 35 22.8936187606 -28 22 09.652924149| 4.13 | 4.52 | 4.63 |     ~|     ~|B7V                  |  58 |   0
1670|HD 59890                           |*  |07 30 42.6024655264 -30 57 44.214195413| 6.21 | 5.58 | 4.65 | 3.98 | 3.51 |G2Iab/b              |  55 |   0
1671|* f Pup                            |** |07 37 22.10978 -34 58 06.7109          | 4.13 | 4.44 | 4.53 | 4.55 | 4.62 |B8IV/V               |  58 |   0
1672|* z Pup                            |Be*|07 33 51.0420559079 -36 20 18.207070870| 4.67 | 5.37 | 5.44 | 5.33 | 5.32 |B2Vne                | 118 |   0
1673|* e Pup                            |*  |07 38 43.8960933693 -36 29 48.587438127| 4.94 | 5.64 | 5.80 |     ~|     ~|B3III                |  57 |   0
1674|* d04 Pup                          |Be*|07 39 57.9912451679 -37 34 45.923730119| 5.50 | 5.944| 5.996|     ~|     ~|B5IV                 |  69 |   0
1675|* d02 Pup                          |*  |07 39 43.8131012500 -38 08 21.425791778|     ~| 5.62 | 5.77 |     ~|     ~|B5V                  |  45 |   0
1676|* d03 Pup                          |*  |07 39 47.8750365356 -38 15 38.351917773|     ~| 5.667| 5.747|     ~|     ~|B3III                |  40 |   0
1677|* d01 Pup                          |*  |07 39 27.3383375 -38 18 28.878559      | 3.99 | 4.65 | 4.84 | 4.92 | 5.08 |B3V                  |  94 |   0
1678|V* DU Lyn                          |LP*|07 46 39.2814906790 +37 31 02.631757858| 8.70 | 6.76 | 5.18 |     ~|     ~|M3III                |  45 |   0
1679|* pi. Gem                          |V* |07 47 30.3237458676 +33 24 56.513672181| 8.69 | 6.74 | 5.14 |     ~|     ~|M0III                |  55 |   0
1680|* sig Gem                          |RS*|07 43 18.7269793 +28 53 00.642191      | 6.38 | 5.41 | 4.29 | 3.37 | 2.79 |K1IIIe               | 444 |   0
1681|* c Gem                            |V* |07 44 06.9151909040 +25 47 02.975966580|     ~| 6.829| 5.289|     ~|     ~|K4.5III              |  58 |   0
1682|* bet Gem                          |PM*|07 45 18.94987 +28 01 34.3160          | 3.00 | 2.14 | 1.14 | 0.39 |-0.11 |K0IIIb               |1049 |   1
1683|* kap Gem                          |** |07 44 26.8535692 +24 23 52.787227      | 5.19 | 4.49 | 3.57 | 2.86 | 2.41 |G8III-IIIb           | 285 |   0
1684|* g Gem                            |SB*|07 46 07.4501431556 +18 30 36.021692006| 8.09 | 6.33 | 4.87 | 3.72 | 2.89 |K4III                | 166 |   0
1685|HD 61885                           |V* |07 41 51.8460975935 +13 28 49.644846757| 9.450| 7.460| 5.800|     ~|     ~|M2III                |  28 |   0
1686|V* NZ Gem                          |S* |07 42 03.2174634459 +14 12 30.619752776| 9.11 | 7.20 | 5.56 | 3.96 | 2.54 |M3+II-III            | 106 |   0
1687|* 11 CMi                           |V* |07 46 16.2008080451 +10 46 05.705499301|     ~| 5.247| 5.237|     ~|     ~|A1Vnn                |  50 |   0
1688|HD 61887                           |V* |07 41 35.1550150423 +03 37 29.206391633|     ~| 5.905| 5.942|     ~|     ~|B9.5IV/V             |  39 |   0
1689|* zet CMi                          |*  |07 51 41.9883545798 +01 46 00.735354616| 4.58 | 5.03 | 5.16 | 5.18 | 5.33 |B8II                 |  85 |   0
1690|HD 62902                           |PM*|07 46 02.1908054187 -06 46 21.047597872|     ~| 6.888| 5.496|     ~|     ~|K5III                |  42 |   0
1691|HD 63752                           |*  |07 50 10.5768282237 -09 11 00.387663514|     ~| 7.051| 5.598|     ~|     ~|K2III                |  25 |   0
1692|* 9 Pup A                          |PM*|07 51 46.307556 -13 53 52.83537        |     ~| 6.22 | 5.61 |     ~|     ~|~                    |  19 |   0
1693|* 2 Pup A                          |*  |07 45 29.1354383902 -14 41 25.923202011|     ~| 6.045| 5.997|     ~|     ~|A5/8                 |  31 |   0
1694|* 10 Pup                           |*  |07 52 18.8791879540 -14 50 46.241193008| 6.29 | 6.056| 5.689| 7.01 |     ~|F2IV/V               |  43 |   0
1695|* 4 Pup                            |*  |07 45 56.8694935034 -14 33 49.705252969|     ~| 5.342| 5.026|     ~|     ~|F2V                  |  59 |   0
1696|* 6 Pup                            |PM*|07 49 41.2012025731 -17 13 42.264757552|     ~| 6.462| 5.162|     ~|     ~|K3III                |  50 |   0
1697|HD 64152                           |PM*|07 51 43.0252293118 -21 10 25.172940065|     ~| 6.569| 5.607|     ~|     ~|G9III                |  47 |   0
1698|HD 63271                           |*  |07 47 12.5539630533 -22 31 10.234953619| 4.90 | 5.68 | 5.87 |     ~|     ~|B1/2V                |  67 |   0
1699|V* V390 Pup                        |Al*|07 44 34.1691277332 -24 40 26.694355459|     ~| 5.43 | 5.60 |     ~|     ~|B2II                 |  65 |   0
1700|* 188 Pup                          |** |07 49 01.6957674198 -24 54 44.070890411|     ~| 6.056| 5.313|     ~|     ~|G1.5IIIFe-0.5        |  40 |   0
1701|* ksi Pup                          |*  |07 49 17.6556658 -24 51 35.230469      | 5.72 | 4.56 | 3.30 | 2.43 | 1.88 |G6Ib                 | 182 |   0
1702|HD 62412                           |*  |07 42 48.1524602837 -26 21 04.772486661|     ~| 6.615| 5.628|     ~|     ~|K1III                |  33 |   0
1703|* omi Pup                          |Be*|07 48 05.1683937 -25 56 13.812276      | 3.42 | 4.43 | 4.49 | 4.37 | 4.37 |B1IVe                | 199 |   0
1704|* l Pup                            |sg*|07 43 48.4687222 -28 57 17.372015      | 4.06 | 4.09 | 3.93 | 3.68 | 3.50 |A4Iabe               | 176 |   0
1705|* 1 Pup                            |V* |07 43 32.3867535653 -28 24 39.174580587| 8.16 | 6.22 | 4.59 | 3.29 | 2.32 |K5III                |  97 |   0
1706|HD 63852                           |V* |07 49 35.4017208026 -33 17 20.215120621|     ~| 7.193| 5.585|     ~|     ~|M0III                |  21 |   0
1707|V* V397 Pup                        |Al*|07 49 14.6495324657 -35 14 35.829850247|     ~| 5.886| 5.936|     ~|     ~|B9V                  |  30 |   0
1708|HD 62578                           |*  |07 43 11.9831334181 -36 03 00.321173732|     ~| 5.450| 5.585|     ~|     ~|B5V                  |  32 |   0
1709|HD 62781                           |PM*|07 44 09.6862902963 -36 03 45.012913363|     ~| 6.097| 5.784|     ~|     ~|F0IV                 |  27 |   0
1710|* 171 Pup                          |PM*|07 45 34.9191268687 -34 10 21.283643355|     ~| 5.909| 5.362|     ~|     ~|F9V                  | 279 |   0
1711|HD 62226                           |SB*|07 41 15.8129770207 -38 32 00.712981275|     ~| 5.254| 5.393|     ~|     ~|B3V                  |  48 |   0
1712|HD 62893                           |*  |07 44 34.1829802676 -37 56 34.509999215|     ~| 5.759| 5.870|     ~|     ~|B8V                  |  54 |   0
1713|HD 63215                           |Be*|07 46 10.5452221022 -37 56 01.225863875|     ~| 5.755| 5.869|     ~|     ~|B5V                  |  52 |   0
1714|HD 63465                           |*  |07 47 24.9927224690 -38 30 40.105236095| 4.32 | 4.952| 5.068|     ~|     ~|B2IV/V               |  60 |   0
1715|* c Pup                            |*  |07 45 15.2964161 -37 58 06.899807      | 7.06 | 5.34 | 3.61 | 2.26 | 1.26 |K4III                |  90 |   0
1716|NGC 2477                           |OpC|07 52 10.0 -38 31 48                   |     ~| 6.64 | 5.8  |     ~|     ~|~                    | 256 |   0
1717|* W Pup                            |PM*|07 43 41.9289579294 -40 56 01.487428311|     ~| 6.27 | 5.17 |     ~|     ~|K1III                |  33 |   0
1718|* a Pup                            |SB*|07 52 13.0312474984 -40 34 32.814693511|     ~| 4.717| 3.696|     ~|     ~|K1/2II+A             |  71 |   0
1719|* chi Gem                          |SB*|08 03 31.0961924098 +27 47 39.703492909|     ~| 6.075| 4.937|     ~|     ~|K1-IIIb              | 100 |   0
1720|* phi Gem                          |*  |07 53 29.8166075896 +26 45 56.847983468|     ~| 5.060| 4.963|     ~|     ~|A5IV                 |  78 |   0
1721|* ome Cnc                          |*  |08 00 55.8730456399 +25 23 34.215973929|     ~| 6.881| 5.853|     ~|     ~|G8III                |  63 |   0
1722|* 85 Gem                           |*  |07 55 39.8947032311 +19 53 02.286670812|     ~| 5.329| 5.365|     ~|     ~|A0Vs                 |  48 |   0
1723|* 3 Cnc                            |*  |08 00 47.3074413798 +17 18 31.328327501|     ~| 6.904| 5.588|     ~|     ~|K3III                |  39 |   0
1724|* 5 Cnc                            |*  |08 01 30.2882955035 +16 27 19.119095659| 5.95 | 5.97 | 5.99 |     ~|     ~|B9.5Vn               |  39 |   0
1725|* 1 Cnc                            |PM*|07 56 59.4529976982 +15 47 25.002589671|     ~| 7.06 | 5.78 |     ~|     ~|K3-III               |  64 |   0
1726|HD 64685                           |PM*|07 55 31.4330174367 +08 51 46.227702047|     ~| 6.21 | 5.80 |     ~|     ~|F3V                  |  50 |   0
1727|HD 65900                           |*  |08 01 13.8975597664 +04 52 47.525744147|     ~| 5.647| 5.640|     ~|     ~|A1V                  |  68 |   0
1728|* G CMi                            |PM*|08 02 15.9365899 +02 20 04.452198      | 6.91 | 5.63 | 4.38 | 3.39 | 2.72 |K2IIIbFe-0.5:        | 169 |   1
1729|* 28 Mon                           |Ro*|08 01 13.3357402 -01 23 33.393493      |     ~| 6.147| 4.680|     ~|     ~|K4III                |  70 |   1
1730|* 27 Mon                           |PM*|07 59 44.1536824502 -03 40 46.501791759|     ~| 6.137| 4.934|     ~|     ~|K1III                |  77 |   0
1731|HD 64235                           |** |07 52 47.8591901 -05 25 41.727515      |     ~| 6.161| 5.765|     ~|     ~|F5IV                 |  71 |   1
1732|HD 65810                           |*  |07 59 52.0497354281 -18 23 57.154136653| 4.77 | 4.69 | 4.61 | 4.46 | 4.40 |A1V                  | 105 |   0
1733|* j Pup                            |*  |07 56 51.5389962 -22 52 48.433986      |     ~| 4.900| 4.184|     ~|     ~|F7/8II               |  99 |   0
1734|* 12 Pup                           |Pe*|07 59 05.7144573705 -23 18 37.429253195| 7.15 | 6.23 | 5.11 |     ~|     ~|G9IIa                |  79 |   0
1735|HD 66598                           |*  |08 03 04.1606873618 -32 27 48.775088250|     ~| 7.049| 5.808|     ~|     ~|K2/3III              |  16 |   0
1736|* chi Pup                          |V* |07 57 40.1067801759 -30 20 04.449063033| 5.10 | 4.94 | 4.79 | 4.59 | 4.44 |A7III                |  52 |   0
1737|HD 64572                           |*  |07 53 03.5068093245 -36 21 49.563369982|     ~| 6.577| 5.418|     ~|     ~|K1IIICNII            |  20 |   0
1738|HD 66358                           |*  |08 01 37.5260332703 -37 17 01.394383439|     ~| 6.044| 5.893|     ~|     ~|A3IV                 |  23 |   0
1739|HD 64802                           |*  |07 54 11.0090937236 -35 52 38.224571291| 4.57 | 5.288| 5.463|     ~|     ~|B2V                  |  77 |   0
1740|HD 65925                           |** |07 59 28.3656952 -39 17 49.007727      |     ~| 5.605| 5.224|     ~|     ~|F3V                  |  53 |   0
1741|* zet Pup                          |BY*|08 03 35.04754 -40 00 11.3321          | 0.89 | 1.98 | 2.25 | 2.36 | 2.58 |O4I(n)fp             |1097 |   1
1742|* b Pup                            |SB*|07 52 38.6466250 -38 51 46.130467      | 3.61 | 4.301| 4.474|     ~|     ~|B2V                  | 105 |   0
1743|* 15 Cnc                           |a2*|08 13 08.8700902990 +29 39 23.577673909|     ~| 5.541| 5.605|     ~|     ~|B8VpSi               | 122 |   0
1744|* mu.01 Cnc                        |LP*|08 06 18.3954150086 +22 38 07.758715515| 9.56 | 7.65 | 5.99 |     ~|     ~|M3III                |  46 |   0
1745|* mu.02 Cnc                        |PM*|08 07 45.8558112053 +21 34 54.532453099| 6.14 | 5.93 | 5.30 |     ~|     ~|G1IVb                | 209 |   0
1746|* zet01 Cnc A                      |PM*|08 12 12.7218701694 +17 38 51.516139714|     ~| 5.85 | 5.31 |     ~|     ~|~                    | 114 |   0
1747|* 8 Cnc                            |PM*|08 05 04.4893909736 +13 07 05.591286688|     ~| 5.141| 5.136|     ~|     ~|A1V                  |  50 |   0
1748|* zet Mon                          |*  |08 08 35.6466280 -02 59 01.636060      | 6.02 | 5.30 | 4.33 | 3.60 | 3.11 |G2Ib                 | 139 |   0
1749|HD 68312                           |PM*|08 11 33.0043183966 -07 46 21.134825078|     ~| 6.259| 5.354|     ~|     ~|G7III-IIIb           |  74 |   0
1750|* 19 Pup                           |** |08 11 16.3058502 -12 55 37.195175      | 6.44 | 5.68 | 4.72 | 3.99 | 3.51 |G8.5IIIb             |  75 |   0
1751|* 18 Pup                           |PM*|08 10 39.8257869468 -13 47 57.138604864|     ~| 6.03 | 5.54 |     ~|     ~|F6.5V                | 128 |   0
1752|* 20 Pup                           |*  |08 13 19.9670987474 -15 47 17.600779667| 6.84 | 6.06 | 4.99 |     ~|     ~|G4Ib-II              |  76 |   0
1753|HD 67880                           |*  |08 09 28.5344858488 -16 14 56.104487401|     ~| 5.491| 5.650|     ~|     ~|B3/5V                |  51 |   1
1754|* 16 Pup                           |*  |08 09 01.6374092 -19 14 42.052059      | 3.65 | 4.239| 4.393|     ~|     ~|B5V                  |  88 |   0
1755|HD 67456                           |*  |08 07 18.0402178369 -20 33 15.636555841|     ~| 5.423| 5.338|     ~|     ~|A3Ib/II              |  56 |   0
1756|* rho Pup                          |dS*|08 07 32.6488235 -24 18 15.567946      | 3.43 | 3.24 | 2.81 | 2.46 | 2.25 |F5IIkF2IImF5II       | 277 |   0
1757|V* MZ Pup                          |s*r|08 04 16.1899398702 -32 40 29.376464771| 9.00 | 7.06 | 5.12 |     ~|     ~|M1Iab-Ib             |  31 |   0
1758|* r Pup                            |Be*|08 13 29.5171968 -35 53 58.266226      | 3.68 | 4.66 | 4.77 | 4.68 | 4.77 |B2ne                 | 175 |   0
1759|HD 69123                           |PM*|08 14 13.2564942144 -35 29 24.063881038|     ~| 6.802| 5.765|     ~|     ~|K1III                |  19 |   0
1760|HD 69081                           |Be*|08 13 58.3128778808 -36 19 20.199297713| 4.03 | 4.875| 5.064|     ~|     ~|B2(V)                |  60 |   0
1761|* h01 Pup                          |LP*|08 11 21.4922571895 -39 37 06.766597581| 7.79 | 6.03 | 4.42 | 3.22 | 2.34 |K4.5Ib               |  54 |   0
1762|* lam Cnc                          |*  |08 20 32.1363090808 +24 01 20.324402176| 5.740| 5.870| 5.930|     ~|     ~|B9.5V                |  53 |   0
1763|HD 69994                           |PM*|08 20 20.9713501489 +20 44 51.801153869|     ~| 6.942| 5.798|     ~|     ~|K1III                |  37 |   0
1764|* d01 Cnc                          |PM*|08 23 21.8431135243 +18 19 55.785929403| 6.260| 6.120| 5.940|     ~|     ~|A9V                  |  48 |   0
1765|* bet Cnc                          |PM*|08 16 30.9210081 +09 11 07.957924      | 6.750| 5.000| 3.520| 2.42 | 1.62 |K4IIIBa0.5:          | 342 |   0
